Index,Cancer,Drug,Gene,Raw P value,Link
4681,Mesothelioma (MESO),Cisplatin,FMO9P,0.005059753961,LINK
4682,Mesothelioma (MESO),Cisplatin,POGK,0.005059753961,LINK
4683,Mesothelioma (MESO),Cisplatin,TADA1,0.005059753961,LINK
4684,Mesothelioma (MESO),Cisplatin,ILDR2,0.005059753961,LINK
4685,Mesothelioma (MESO),Cisplatin,MAEL,0.005059753961,LINK
4686,Mesothelioma (MESO),Cisplatin,RNA5SP65,0.005059753961,LINK
4687,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238325.1,0.005059753961,LINK
4688,Mesothelioma (MESO),Cisplatin,GPA33,0.005059753961,LINK
4689,Mesothelioma (MESO),Cisplatin,DUSP27,0.005059753961,LINK
4690,Mesothelioma (MESO),Cisplatin,POU2F1,0.005059753961,LINK
4691,Mesothelioma (MESO),Cisplatin,CD247,0.005059753961,LINK
4692,Mesothelioma (MESO),Cisplatin,CREG1,0.005059753961,LINK
4693,Mesothelioma (MESO),Cisplatin,RN7SKP156,0.005059753961,LINK
4694,Mesothelioma (MESO),Cisplatin,RNA5SP73,0.005059753961,LINK
4695,Mesothelioma (MESO),Cisplatin,FAM5C,0.005059753961,LINK
4696,Mesothelioma (MESO),Cisplatin,RGS18,0.005059753961,LINK
4697,Mesothelioma (MESO),Cisplatin,RGS21,0.005059753961,LINK
4698,Mesothelioma (MESO),Cisplatin,RGS1,0.005059753961,LINK
4699,Mesothelioma (MESO),Cisplatin,RGS13,0.005059753961,LINK
4700,Mesothelioma (MESO),Cisplatin,RGS2,0.005059753961,LINK
4701,Mesothelioma (MESO),Cisplatin,RN7SKP126,0.005059753961,LINK
4702,Mesothelioma (MESO),Cisplatin,UCHL5,0.005059753961,LINK
4703,Mesothelioma (MESO),Cisplatin,snoU109|ENSG00000238754.1,0.005059753961,LINK
4704,Mesothelioma (MESO),Cisplatin,TROVE2,0.005059753961,LINK
4705,Mesothelioma (MESO),Cisplatin,GLRX2,0.005059753961,LINK
4706,Mesothelioma (MESO),Cisplatin,CDC73,0.005059753961,LINK
4707,Mesothelioma (MESO),Cisplatin,MIR1278,0.005059753961,LINK
4708,Mesothelioma (MESO),Cisplatin,B3GALT2,0.005059753961,LINK
4709,Mesothelioma (MESO),Cisplatin,U3|ENSG00000252241.1,0.005059753961,LINK
4710,Mesothelioma (MESO),Cisplatin,KCNT2,0.005059753961,LINK
4711,Ovarian serous cystadenocarcinoma (OV),Cisplatin,COLGALT1,0.005063706441,LINK
4712,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00989,0.005107165586,LINK
4713,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,OR7E94P,0.005107165586,LINK
4714,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PCAT4,0.005107165586,LINK
4715,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA75|ENSG00000212620.1,0.005107165586,LINK
4716,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ANTXR2,0.005107165586,LINK
4717,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PRDM8,0.005107165586,LINK
4718,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FGF5,0.005107165586,LINK
4719,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C4orf22,0.005107165586,LINK
4720,Mesothelioma (MESO),Cisplatin,DACT1,0.005121524812,LINK
4721,Mesothelioma (MESO),Cisplatin,DAAM1,0.005121524812,LINK
4722,Mesothelioma (MESO),Cisplatin,GPR135,0.005121524812,LINK
4723,Mesothelioma (MESO),Cisplatin,L3HYPDH,0.005121524812,LINK
4724,Mesothelioma (MESO),Cisplatin,JKAMP,0.005121524812,LINK
4725,Mesothelioma (MESO),Cisplatin,CCDC175,0.005121524812,LINK
4726,Mesothelioma (MESO),Cisplatin,RTN1,0.005121524812,LINK
4727,Mesothelioma (MESO),Cisplatin,MIR5586,0.005121524812,LINK
4728,Mesothelioma (MESO),Cisplatin,LRRC9,0.005121524812,LINK
4729,Mesothelioma (MESO),Cisplatin,PCNXL4,0.005121524812,LINK
4730,Mesothelioma (MESO),Cisplatin,DHRS7,0.005121524812,LINK
4731,Mesothelioma (MESO),Cisplatin,PPM1A,0.005121524812,LINK
4732,Mesothelioma (MESO),Cisplatin,C14orf39,0.005121524812,LINK
4733,Mesothelioma (MESO),Cisplatin,SIX6,0.005121524812,LINK
4734,Mesothelioma (MESO),Cisplatin,U3|ENSG00000253014.1,0.005121524812,LINK
4735,Mesothelioma (MESO),Cisplatin,SIX1,0.005121524812,LINK
4736,Mesothelioma (MESO),Cisplatin,SIX4,0.005121524812,LINK
4737,Mesothelioma (MESO),Cisplatin,MNAT1,0.005121524812,LINK
4738,Mesothelioma (MESO),Cisplatin,TRMT5,0.005121524812,LINK
4739,Mesothelioma (MESO),Cisplatin,SLC38A6,0.005121524812,LINK
4740,Mesothelioma (MESO),Cisplatin,PRKCH,0.005121524812,LINK
4741,Mesothelioma (MESO),Cisplatin,SNORD112|ENSG00000252380.1,0.005121524812,LINK
4742,Mesothelioma (MESO),Cisplatin,TMEM30B,0.005121524812,LINK
4743,Mesothelioma (MESO),Cisplatin,HIF1A,0.005121524812,LINK
4744,Mesothelioma (MESO),Cisplatin,SNAPC1,0.005121524812,LINK
4745,Mesothelioma (MESO),Cisplatin,SYT16,0.005121524812,LINK
4746,Mesothelioma (MESO),Cisplatin,LINC00643,0.005121524812,LINK
4747,Mesothelioma (MESO),Cisplatin,LINC00644,0.005121524812,LINK
4748,Mesothelioma (MESO),Cisplatin,KCNH5,0.005121524812,LINK
4749,Mesothelioma (MESO),Cisplatin,RHOJ,0.005121524812,LINK
4750,Mesothelioma (MESO),Cisplatin,GPHB5,0.005121524812,LINK
4751,Mesothelioma (MESO),Cisplatin,PPP2R5E,0.005121524812,LINK
4752,Mesothelioma (MESO),Cisplatin,RN7SL540P,0.005121524812,LINK
4753,Mesothelioma (MESO),Cisplatin,SCARNA20|ENSG00000252800.1,0.005121524812,LINK
4754,Mesothelioma (MESO),Cisplatin,WDR89,0.005121524812,LINK
4755,Mesothelioma (MESO),Cisplatin,U3|ENSG00000200693.1,0.005121524812,LINK
4756,Mesothelioma (MESO),Cisplatin,SGPP1,0.005121524812,LINK
4757,Mesothelioma (MESO),Cisplatin,SYNE2,0.005121524812,LINK
4758,Mesothelioma (MESO),Cisplatin,ESR2,0.005121524812,LINK
4759,Mesothelioma (MESO),Cisplatin,MIR548H1,0.005121524812,LINK
4760,Mesothelioma (MESO),Cisplatin,MTHFD1,0.005121524812,LINK
4761,Mesothelioma (MESO),Cisplatin,ZBTB25,0.005121524812,LINK
4762,Mesothelioma (MESO),Cisplatin,AKAP5,0.005121524812,LINK
4763,Mesothelioma (MESO),Cisplatin,ZBTB1,0.005121524812,LINK
4764,Mesothelioma (MESO),Cisplatin,HSPA2,0.005121524812,LINK
4765,Mesothelioma (MESO),Cisplatin,PPP1R36,0.005121524812,LINK
4766,Mesothelioma (MESO),Cisplatin,PLEKHG3,0.005121524812,LINK
4767,Mesothelioma (MESO),Cisplatin,SPTB,0.005121524812,LINK
4768,Mesothelioma (MESO),Cisplatin,CHURC1,0.005121524812,LINK
4769,Mesothelioma (MESO),Cisplatin,GPX2,0.005121524812,LINK
4770,Mesothelioma (MESO),Cisplatin,RAB15,0.005121524812,LINK
4771,Mesothelioma (MESO),Cisplatin,FNTB,0.005121524812,LINK
4772,Mesothelioma (MESO),Cisplatin,MAX,0.005121524812,LINK
4773,Mesothelioma (MESO),Cisplatin,MIR4706,0.005121524812,LINK
4774,Mesothelioma (MESO),Cisplatin,MIR4708,0.005121524812,LINK
4775,Mesothelioma (MESO),Cisplatin,FUT8,0.005121524812,LINK
4776,Mesothelioma (MESO),Cisplatin,MIR625,0.005121524812,LINK
4777,Mesothelioma (MESO),Cisplatin,RNA5SP56,0.005199382222,LINK
4778,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GFRA2,0.00520384654,LINK
4779,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DOK2,0.00520384654,LINK
4780,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,XPO7,0.00520384654,LINK
4781,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NPM2,0.00520384654,LINK
4782,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238466.1,0.00520384654,LINK
4783,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FGF17,0.00520384654,LINK
4784,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DMTN,0.00520384654,LINK
4785,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FAM160B2,0.00520384654,LINK
4786,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NUDT18,0.00520384654,LINK
4787,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,HR,0.00520384654,LINK
4788,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,REEP4,0.00520384654,LINK
4789,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LGI3,0.00520384654,LINK
4790,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SFTPC,0.00520384654,LINK
4791,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,BMP1,0.00520384654,LINK
4792,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PHYHIP,0.00520384654,LINK
4793,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR320A,0.00520384654,LINK
4794,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,POLR3D,0.00520384654,LINK
4795,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PIWIL2,0.00520384654,LINK
4796,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PPP3CC,0.00520384654,LINK
4797,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC39A14,0.00520384654,LINK
4798,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SORBS3,0.00520384654,LINK
4799,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PDLIM2,0.00520384654,LINK
4800,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C8orf58,0.00520384654,LINK
4801,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,KIAA1967,0.00520384654,LINK
4802,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,BIN3,0.00520384654,LINK
4803,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,EGR3,0.00520384654,LINK
4804,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PEBP4,0.00520384654,LINK
4805,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL303P,0.00520384654,LINK
4806,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RHOBTB2,0.00520384654,LINK
4807,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TNFRSF10B,0.00520384654,LINK
4808,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TNFRSF10C,0.00520384654,LINK
4809,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TNFRSF10D,0.00520384654,LINK
4810,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TNFRSF10A,0.00520384654,LINK
4811,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CHMP7,0.00520384654,LINK
4812,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,R3HCC1,0.00520384654,LINK
4813,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LOXL2,0.00520384654,LINK
4814,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ENTPD4,0.00520384654,LINK
4815,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC25A37,0.00520384654,LINK
4816,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FP15737,0.00520384654,LINK
4817,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA67|ENSG00000207027.1,0.00520384654,LINK
4818,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,STC1,0.00520384654,LINK
4819,Ovarian serous cystadenocarcinoma (OV),Cisplatin,UBXN2B,0.005223750303,LINK
4820,Ovarian serous cystadenocarcinoma (OV),Cisplatin,CYP7A1,0.005223750303,LINK
4821,Ovarian serous cystadenocarcinoma (OV),Cisplatin,SDCBP,0.005223750303,LINK
4822,Ovarian serous cystadenocarcinoma (OV),Cisplatin,NSMAF,0.005223750303,LINK
4823,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORD22,0.005261108799,LINK
4824,Lung adenocarcinoma (LUAD),Cisplatin,C20orf96,0.005290164046,LINK
4825,Lung adenocarcinoma (LUAD),Cisplatin,DEFB125,0.005290164046,LINK
4826,Lung adenocarcinoma (LUAD),Cisplatin,DEFB126,0.005290164046,LINK
4827,Lung adenocarcinoma (LUAD),Cisplatin,DEFB127,0.005290164046,LINK
4828,Lung adenocarcinoma (LUAD),Cisplatin,DEFB128,0.005290164046,LINK
4829,Lung adenocarcinoma (LUAD),Cisplatin,DEFB129,0.005290164046,LINK
4830,Lung adenocarcinoma (LUAD),Cisplatin,DEFB132,0.005290164046,LINK
4831,Lung adenocarcinoma (LUAD),Cisplatin,NRSN2,0.005290164046,LINK
4832,Lung adenocarcinoma (LUAD),Cisplatin,RBCK1,0.005290164046,LINK
4833,Lung adenocarcinoma (LUAD),Cisplatin,SOX12,0.005290164046,LINK
4834,Lung adenocarcinoma (LUAD),Cisplatin,TBC1D20,0.005290164046,LINK
4835,Lung adenocarcinoma (LUAD),Cisplatin,TRIB3,0.005290164046,LINK
4836,Lung adenocarcinoma (LUAD),Cisplatin,ZCCHC3,0.005290164046,LINK
4837,Lung adenocarcinoma (LUAD),Cisplatin,CSNK2A1,0.005290164046,LINK
4838,Lung adenocarcinoma (LUAD),Cisplatin,TCF15,0.005290164046,LINK
4839,Lung adenocarcinoma (LUAD),Cisplatin,SRXN1,0.005290164046,LINK
4840,Lung adenocarcinoma (LUAD),Cisplatin,SCRT2,0.005290164046,LINK
4841,Lung adenocarcinoma (LUAD),Cisplatin,SLC52A3,0.005290164046,LINK
4842,Lung adenocarcinoma (LUAD),Cisplatin,C20orf202,0.005290164046,LINK
4843,Lung adenocarcinoma (LUAD),Cisplatin,PSMF1,0.005290164046,LINK
4844,Lung adenocarcinoma (LUAD),Cisplatin,TMEM74B,0.005290164046,LINK
4845,Lung adenocarcinoma (LUAD),Cisplatin,RAD21L1,0.005290164046,LINK
4846,Lung adenocarcinoma (LUAD),Cisplatin,SNPH,0.005290164046,LINK
4847,Lung adenocarcinoma (LUAD),Cisplatin,SDCBP2,0.005290164046,LINK
4848,Lung adenocarcinoma (LUAD),Cisplatin,FKBP1A,0.005290164046,LINK
4849,Lung adenocarcinoma (LUAD),Cisplatin,TGM3,0.005290164046,LINK
4850,Lung adenocarcinoma (LUAD),Cisplatin,EBF4,0.005290164046,LINK
4851,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00545,0.005343301304,LINK
4852,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MEDAG,0.005343301304,LINK
4853,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TEX26,0.005343301304,LINK
4854,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,HSPH1,0.005343301304,LINK
4855,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,B3GALTL,0.005343301304,LINK
4856,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RXFP2,0.005343301304,LINK
4857,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,EEF1DP3,0.005343301304,LINK
4858,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF558,0.005398233564,LINK
4859,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MBD3L1,0.005398233564,LINK
4860,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MUC16,0.005398233564,LINK
4861,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR1M1,0.005398233564,LINK
4862,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7G2,0.005398233564,LINK
4863,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7G1,0.005398233564,LINK
4864,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7G3,0.005398233564,LINK
4865,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF317,0.005398233564,LINK
4866,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7D2,0.005398233564,LINK
4867,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7D4,0.005398233564,LINK
4868,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7E24,0.005398233564,LINK
4869,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OR7E19P,0.005398233564,LINK
4870,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF699,0.005398233564,LINK
4871,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF177,0.005398233564,LINK
4872,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF559,0.005398233564,LINK
4873,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF266,0.005398233564,LINK
4874,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF560,0.005398233564,LINK
4875,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF426,0.005398233564,LINK
4876,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF121,0.005398233564,LINK
4877,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF561,0.005398233564,LINK
4878,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,C19orf82,0.005398233564,LINK
4879,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF562,0.005398233564,LINK
4880,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF812,0.005398233564,LINK
4881,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF846,0.005398233564,LINK
4882,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,FBXL12,0.005398233564,LINK
4883,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SNORA70|ENSG00000200237.1,0.005398233564,LINK
4884,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,RN7SL94P,0.005398233564,LINK
4885,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,UBL5,0.005398233564,LINK
4886,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PIN1,0.005398233564,LINK
4887,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OLFM2,0.005398233564,LINK
4888,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,COL5A3,0.005398233564,LINK
4889,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,RDH8,0.005398233564,LINK
4890,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,C3P1,0.005398233564,LINK
4891,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MIR5589,0.005398233564,LINK
4892,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,C19orf66,0.005398233564,LINK
4893,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ANGPTL6,0.005398233564,LINK
4894,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PPAN,0.005398233564,LINK
4895,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SNORD105,0.005398233564,LINK
4896,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,P2RY11,0.005398233564,LINK
4897,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SNORD105B,0.005398233564,LINK
4898,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,EIF3G,0.005398233564,LINK
4899,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,DNMT1,0.005398233564,LINK
4900,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GTPBP10,0.005427062084,LINK
4901,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CLDN12,0.005427062084,LINK
4902,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238739.1,0.005427062084,LINK
4903,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FZD1,0.005427062084,LINK
4904,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL457P,0.005439708434,LINK
4905,Mesothelioma (MESO),Cisplatin,LINC00516,0.005487617938,LINK
4906,Mesothelioma (MESO),Cisplatin,MED15P1,0.005487617938,LINK
4907,Mesothelioma (MESO),Cisplatin,MED15P6,0.005487617938,LINK
4908,Mesothelioma (MESO),Cisplatin,OR11H12,0.005487617938,LINK
4909,Mesothelioma (MESO),Cisplatin,OR4K13,0.005487617938,LINK
4910,Mesothelioma (MESO),Cisplatin,OR4K14,0.005487617938,LINK
4911,Mesothelioma (MESO),Cisplatin,OR4K15,0.005487617938,LINK
4912,Mesothelioma (MESO),Cisplatin,OR4K1,0.005487617938,LINK
4913,Mesothelioma (MESO),Cisplatin,OR4K2,0.005487617938,LINK
4914,Mesothelioma (MESO),Cisplatin,OR4K5,0.005487617938,LINK
4915,Mesothelioma (MESO),Cisplatin,OR4M1,0.005487617938,LINK
4916,Mesothelioma (MESO),Cisplatin,OR4N2,0.005487617938,LINK
4917,Mesothelioma (MESO),Cisplatin,OR4Q2,0.005487617938,LINK
4918,Mesothelioma (MESO),Cisplatin,OR4Q3,0.005487617938,LINK
4919,Mesothelioma (MESO),Cisplatin,POTEG,0.005487617938,LINK
4920,Mesothelioma (MESO),Cisplatin,POTEM,0.005487617938,LINK
4921,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238492.1,0.005487617938,LINK
4922,Mesothelioma (MESO),Cisplatin,OR4L1,0.005487617938,LINK
4923,Mesothelioma (MESO),Cisplatin,RNA5SP380,0.005487617938,LINK
4924,Mesothelioma (MESO),Cisplatin,OR4K17,0.005487617938,LINK
4925,Mesothelioma (MESO),Cisplatin,OR4N5,0.005487617938,LINK
4926,Mesothelioma (MESO),Cisplatin,RNA5SP381,0.005487617938,LINK
4927,Mesothelioma (MESO),Cisplatin,OR11G2,0.005487617938,LINK
4928,Mesothelioma (MESO),Cisplatin,OR11H6,0.005487617938,LINK
4929,Mesothelioma (MESO),Cisplatin,OR11H7,0.005487617938,LINK
4930,Mesothelioma (MESO),Cisplatin,OR11H4,0.005487617938,LINK
4931,Mesothelioma (MESO),Cisplatin,TTC5,0.005487617938,LINK
4932,Mesothelioma (MESO),Cisplatin,CCNB1IP1,0.005487617938,LINK
4933,Mesothelioma (MESO),Cisplatin,SNORA79|ENSG00000222489.1,0.005487617938,LINK
4934,Mesothelioma (MESO),Cisplatin,SNORD126,0.005487617938,LINK
4935,Mesothelioma (MESO),Cisplatin,RPPH1,0.005487617938,LINK
4936,Mesothelioma (MESO),Cisplatin,PARP2,0.005487617938,LINK
4937,Mesothelioma (MESO),Cisplatin,TEP1,0.005487617938,LINK
4938,Mesothelioma (MESO),Cisplatin,RNA5SP382,0.005487617938,LINK
4939,Mesothelioma (MESO),Cisplatin,KLHL33,0.005487617938,LINK
4940,Mesothelioma (MESO),Cisplatin,OSGEP,0.005487617938,LINK
4941,Mesothelioma (MESO),Cisplatin,APEX1,0.005487617938,LINK
4942,Mesothelioma (MESO),Cisplatin,TMEM55B,0.005487617938,LINK
4943,Mesothelioma (MESO),Cisplatin,PNP,0.005487617938,LINK
4944,Mesothelioma (MESO),Cisplatin,RNASE10,0.005487617938,LINK
4945,Mesothelioma (MESO),Cisplatin,RNASE9,0.005487617938,LINK
4946,Mesothelioma (MESO),Cisplatin,RNASE11,0.005487617938,LINK
4947,Mesothelioma (MESO),Cisplatin,RNASE12,0.005487617938,LINK
4948,Mesothelioma (MESO),Cisplatin,OR6S1,0.005487617938,LINK
4949,Mesothelioma (MESO),Cisplatin,ANG,0.005487617938,LINK
4950,Mesothelioma (MESO),Cisplatin,RNASE4,0.005487617938,LINK
4951,Mesothelioma (MESO),Cisplatin,EDDM3A,0.005487617938,LINK
4952,Mesothelioma (MESO),Cisplatin,EDDM3B,0.005487617938,LINK
4953,Mesothelioma (MESO),Cisplatin,RNASE6,0.005487617938,LINK
4954,Mesothelioma (MESO),Cisplatin,RNASE1,0.005487617938,LINK
4955,Mesothelioma (MESO),Cisplatin,RN7SL189P,0.005487617938,LINK
4956,Mesothelioma (MESO),Cisplatin,RNASE2,0.005487617938,LINK
4957,Mesothelioma (MESO),Cisplatin,RNASE3,0.005487617938,LINK
4958,Mesothelioma (MESO),Cisplatin,METTL17,0.005487617938,LINK
4959,Mesothelioma (MESO),Cisplatin,SLC39A2,0.005487617938,LINK
4960,Mesothelioma (MESO),Cisplatin,NDRG2,0.005487617938,LINK
4961,Mesothelioma (MESO),Cisplatin,TPPP2,0.005487617938,LINK
4962,Mesothelioma (MESO),Cisplatin,RNASE13,0.005487617938,LINK
4963,Mesothelioma (MESO),Cisplatin,RNASE7,0.005487617938,LINK
4964,Mesothelioma (MESO),Cisplatin,RNASE8,0.005487617938,LINK
